location;publish_date;title;lang;text;travel_date;trip_type;rating;photos;text_resume;image_story
Borobudur;2017-06-29;wisata sejarah;in;tempat wisata yang sangat pas untuk pendidikan sejarah tetapi sayangnya sangat panas disarankan pagi atau sore biar tidak panas sangat susah mencari tempat parkir pas waktu liburan jika ke borobudur jalan masuk dan keluar ke candi jauh dan diputer dulu masuk ke tempat orang jualan tetapi overall bagus dan wajib dikunjungi;2016-12;FAMILY;5;['20250804125832486805.jpg', '20250804125832611752.jpg', '20250804125832747742.jpg'];sangat susah mencari tempat parkir pas waktu liburan jika ke borobudur  tempat wisata yang sangat pas untuk pendidikan sejarah tapi sayangnya sangat panas disarankan pagi atau sore biar tidak panas ;mereka berdiri di depan sebuah bangunan batu besar ada banyak orang berdiri bersama di depan tembok batu ada dua pria berdiri bersebelahan di trotoar
Borobudur;2017-06-29;candi borobudur ;in;sebelum lebaran kami sempatkan untuk berkunjung ke candi borobudur agar tidak terkena macet masuk ke dalam dengan tiket yang murah untuk ke candinya perjalanan sangat jauh tetapi banyak pilihan jika tidak mau jalan kaki seperti kereta atau delman sampai di candi karena sy membawa anak dan stroller petugas dengan baik hati memberikan kami jalan dengan tidak menaiki tangga terima kasih pak finally borobudur what a beautiful temple sampai dibawah kamipun membeli beberapa cenderamata khas borobudur pengalaman yang sangat indah terima kasih;2017-06;FAMILY;5;['20250804125833257285.jpg', '20250804125833911228.jpg'];sebelum lebaran  kami sempatkan untuk berkunjung ke candi borobudur agar tidak terkena macet   masuk ke dalam dengan tiket yang murah   untuk ke candinya perjalanan sangat jauh  tetapi banyak pilihan jika tidak mau jalan kaki seperti kereta atau delman  ;foto buram jalan dengan latar belakang bangunan dan pepohonan jembatan arafed di atas kolam kecil dengan latar belakang gunung
Borobudur;2017-06-28;one of   wonders;in;sudah kali datang ke candi borobudur dan tetap luar biasa bagi saya hanya banyak wisatawan terutama lokal yang nakal padahal sudah jelas dilarang untuk duduk duduk di pigura tetapi banyak yang masa bodo padahal sebagai wisatawan harus menjaga warisan dunia ini tempat yang cocok dikunjungi bersama keluarga maupun kerabat dan pasangan view dari puncak candi pun sangat indah waktu terbaik ke candi borobudur adalah dipagi hari atau sore hari karena kisaran jam cuaca sangat panas sedangkan saat sore hari bisa menikmati indahnya matahari terbenam dari puncak candi;2016-07;FAMILY;5;[];pencak candi borobudur yang membuat wisatawan terutama lokal yang nakal  padahal sudah jelas dilarang untuk duduk duduk di pigura tapi banyak yang masa bodo  bisa menjaga warisan dunia ini  tempat yang cocok dikunjungi bersama keluarga maupun kerabat dan pasangan ;
Borobudur;2017-06-23;candi pari legenda masa lampau;in;candi pari merupakan situs candi sejak raja hayam wuruk kerajaan majapahit sangat legendaris dan wajib di kunjungi saat ke sidoarjo candi pari di dirikan untuk mengenang masa kejayaan dan panen melimpah;2017-06;FAMILY;4;['20250804125834671671.jpg', '20250804125835100850.jpg', '20250804125835991635.jpg', '20250804125836971752.jpg'];candi pari merupakan situs candi sejak raja hayam wuruk  kerajaan majapahit  sangat legendaris dan wajib di kunjungi saat ke sidoarjo  candi pari di dirikan untuk mengenang masa kejayaan dan panen melimpah ;struktur bata arafed dengan seorang laki-laki berdiri di depannya ada seorang laki-laki dan seorang anak berdiri di depan sebuah bangunan tanda arafed berisi informasi tentang berbagai tumbuhan dan hewan iklan arafed untuk rumah bertenaga surya di kota
Borobudur;2017-06-14;salah satu dari   keajaiban dunia;in;indonesia memang ragam akan budaya dan pariwisatanya salah satunya yang berada di yogyakarta ini termasuk dalam kategori keajaiban dunia kalau mampir ke jogja jangan lupa untuk mengunjungi salah satu keajaiban dunia ini ya guys jangan lupa untuk bawa topi payung dan kamera tentunya persiapkan energi anda untuk mengelilingi tempat ini ya guys karena sangaaattt luass ahahahah selamat berlibur guys;2017-05;FRIENDS;5;[];indonesia memang ragam akan budaya dan pariwisatanya  salah satunya yang berada di yogyakarta ini termasuk dalam kategori   keajaiban dunia  ia mampir ke jogja  jangan lupa untuk bawa topi  payung dan kamera tentunyaaa hehehereprepensiapkan energi anda ;
Borobudur;2017-06-07;wisata sejarah;in;buat masuk ke objek wisatanya lumayan bikin cape sih soalnya perlu jalan jauh dan kaki yang kuat tetapi disana juga ada sewa sepeda dan juga kereta buat yang males cape;2017-02;FRIENDS;4;[];buat masuk ke objek wisatanya lumayan bikin cape sih soalnya perlu jalan jauh dan kaki yang kuat  tapi disana juga ada sewa sepeda dan juga kereta buat yang males cape ;
Borobudur;2017-06-06;  wonders of the world;in;objek wisata yang termasuk keajaiban dunia ini selalu jadi list destinasi yang wajib dikunjungi tempat yang sangat megah ini cukup menguras tenaga untuk menjelajahi semua area saya sarankan untuk membawa topi atau payung jika anda mengunjungi candi borobudur disiang hari;2016-07;FRIENDS;3;[];tempat yang sangat megah ini cukup menguras tenaga untuk menjelajahi semua area  saya sarankan untuk membawa topi atau payung jika anda mengunjungi candi borobudur disiang hari ;
Borobudur;2017-06-06;salah satu keajaiban dunia;in;tidak perlu jauh ke prancis atau itali kalau mau liat keajaiban dunia disini juga ada dan disini ada juga museum borobudur yang menjelaskan tentang sejarah borobudur ini;2017-05;FRIENDS;4;[];museum borobudur yang menjelaskan sejarah sejumlah museum yang membobol diri ini juga menjadi museum museum bernama museum bocah  museum ini mengajukan museum bacak perlu jauh ke prancis atau itali mau liat keajaiban dunia ;
Borobudur;2017-06-05;karya leluhur bangsa;in;bangunan dari era syailendra ini tak pernah bosan untuk ku datangi pengin mencoba tiket sunrise nya buat foto foto;2017-06;COUPLES;5;[];pengin mencoba tiket sunrise nya buat foto foto syailendra  bangunan dari era syailendra ini tak pernah bosan untuk ku datangi  pengin pengunjung bisa mencobloskan foto yang tak dapat ditetapkan ;
Borobudur;2017-05-31;  keajaiban dunia;in;salah satu objek wisata yang termasuk keajaiban dunia dari kecil hingga sekarang tidak pernah bosan mengunjungi tempat ini dan selalu merasa terpaku akan kemegahan yang disajikan;2016-10;FRIENDS;4;[];dari kecil hingga sekarang tidak pernah bosan mengunjungi tempat ini dan selalu merasa terpaku akan kemegahan yang disajikan  salah satu objek wisata yang termasuk   keajaiban dunia ;
Borobudur;2017-05-29;candi borobudur;in;salah satu wisata candi yang sudah dikenal semua negara saya hampir setia seminggu sekali berkunjung ke candi borobudur karena banyak tamu saya ambil paket wisata yang ada candi borobudurya;2017-05;BUSINESS;4;['20250804125837197906.jpg'];salah satu wisata candi yang sudah dikenal semua negara  saya hampir setia seminggu sekali berkunjung ke candi borobudur karena banyak tamu saya ambil paket candi ;patung arafed seseorang yang duduk di atas struktur batu
Borobudur;2017-05-28;perlu di perbaiki pengelolan pedagang;in;berkunjung ke borobudur sangatlah menyenangkan tetapi sayang di cuaca yang panas kita di arahkan jalan yang muter muter apalagi pada saat itu kita membawa anak kecil;2017-05;FAMILY;5;['20250804125837378400.jpg'];berkunjung ke borobudur sangatlah menyenangkan tapi sayang di cuaca yang panas kita di arahkan jalan yang muter muter apalagi pada saat itu kita membawa anak kecil ;ada dua orang berjalan di jalan sambil membawa payung
Borobudur;2017-05-27;borobudur;in;terakhir kali ke candi borobudur sekitar tahun yang lalu bersama teman teman sama lalu kesini lagi bersama keluarga tidak banyak yang berubah masih indah seperti dulu hanya saja skrg lebih banyak aturan seperti untuk tidak duduk duduk di atas batu batu candi dulu untuk ke candi harus pakai kain yang sudah disediakan tetapi skrg sudah tidak lagi;2017-01;FAMILY;3;[];terakhir kali ke candi borobudur sekitar   tahun yang lalu bersama teman teman sma  tidak banyak yang berubah  masih indah seperti dulu  hanya saja skrg lebih banyar aturan  sepertinya untuk tidak duduk duduk di atas batu batu candi ;
Borobudur;2017-05-25;borobudur;in;candi borobudur merupakan peninggalan sejarah bangsa indonesia sangat sayang apa bila candi tersebut dirusak oleh tangan tangan kotor pengunjung yang kekinian dengan cara mencorat coret menginjak stupa dll dimohon kesadaranya ya mas mbak adek adek;2017-05;SOLO;3;[];smanshipsangat sayang apa bila candi tersebut  dirusak oleh tangan tangan kotor pengunjung yang kekinian  dengan cara mencorat coret  menginjak stupa dll                                dimohon kesadaranya ya mas mbak ;
Borobudur;2017-05-24;luar biasa;in;candi borobudur adalah salah satu candi budha terbesar di dunia kebudayaan di sekitar candi borobudur juga dapat dinikmati ketika berkunjung ke candi ini;2017-05;FAMILY;5;[];kebudayaan di sekitar candi borobudur juga dapat dinikmati ketika berkunjung ke candi ini  candi borobuduran adalah salah satu candi budha terbesar di dunia ;
Borobudur;2017-05-23;keindahan borobudur;in;saya baru dua kali ke borobudur tetapi saya ngga bosan jalan ke sana nanti saya akan ke sana lagi dan mencoba menikmati sunrise dari puncak borobudur borobudur adalah mahakarya yang agung tidak hanya bangunannya yang megah tetapi didinding batunya pun sungguh indah dengan ukiran ukirannya bagi yang hendak jalan ke jogja ngga lengkap rasanya jalan ke sana tanpa ke borobudur;2016-10;FAMILY;4;[];borobudur adalah mahakarya yang agung  tidak hanya bangunannya yang megah  tapi didinding batunya pun sungguh indah dengan ukiran ukirannya  bagi yang hendak jalan ke jogja  ngga lengkap rasanya jalan tanpa ke borobodur ;
Borobudur;2017-05-22;amazing borobudur;in;borobudur makin rapi dengan penataan penjual dan pedagang asongan kebersihan lumayan diperhatikan toilet umum semakin banyak hamparan rumput hijau terawat semoga kedepan dilengkapi dengan tanaman bonsai yang besar dan banyak serta tanaman anthurium yang indah di bebrapa lokai di sekita taman lumbini masih didapatkan rumput liar yang belum dirapikan semoga dapat dimaksimalkan dengan penambahan kolam ikan untuk mensejukkan udara terus berbenah borobudur;2017-03;NONE;4;[];semoga kedepan dilengkapi dengan tanaman   bonsai yang besar   dan banyak  serta tanaman anthurium yang indah  di bebrapa lokai di sekita taman lumbini masih didapatkan rumput   liar yang belum dirapikan  semoga dapat dimaksimalkan dengan penambahan kolam   ikan untuk mensejukkan udara ;
Borobudur;2017-05-21;capek;in;untuk jalur masuk keluar agak jauh dan diputer di bagian keluarnya di warung cindera mata ngerti sih agar kita bisa melihat dan beli tetapi untuk keadaan capai ini sungguh melelahkan overall bagus no wonder satu dari warisan dunia ini kunjungan ke berapa kalinya ke borobudur dan masih tetap kagum;2017-05;COUPLES;4;[];untuk jalur masuk keluar agak jauh   dan diputer  di bagian keluarnya di warung  cindera mata  ngerti sih agar kita bisa melihat dan beli  tapi untuk keadaan capai ini sungguh melelahkan ;
Borobudur;2017-05-19;tak pernah bosan;in;kemegahan dan keindahan candi terbesar di asia ini tak pernah membosankan untuk dikunjungi dan suatu saat saya berkeinginan untuk mengikuti malam seribu lampion ketika malam waisak;2017-05;COUPLES;5;[];karena kemegahan dan keindahan candi terbesar di asia ini tak pernah membosankan untuk dikunjungi  dan suatu saat saya berkeinginan mengikuti malam seribu lampion ketika malam waisak ;
Borobudur;2017-05-19;vesakh day;in;its seems good along day night tempat nyaman untuk belajar budaya dan tentang budha salah satu keajaiban terbesar acara tahunan pelepasan lampion setiap waisak lettern festival;2017-05;FRIENDS;4;['20250804125837502214.jpg', '20250804125837632145.jpg', '20250804125837868236.jpg'];acara tahunan pelepasan lampion setiap waisak  its seems good along day   night  tempat nyaman untuk belajar budaya dan tentang budha  salah satu keajaiban terbesar ;orang-orang menerbangkan lentera kertas di langit yang gelap orang-orang mengangkat lentera kertas putih di udara ada banyak orang yang berdiri bersama di sebuah konser di malam hari
Borobudur;2017-05-18;piknik romantis;in;siapa yang tak tahu objek wisata satu ini waktu itu saya berkunjung bersama suami banyak perubahan karena adanya bekas sisa sisa abu letusan gunung merapi dsana parkir sangat luas baik mobil pribadi ataupun bus pariwisata banyak penjual makanan;2016-08;COUPLES;5;[];siapa yg tak tahu objek wisata satu ini   waktu itu saya berkunjung bersama suami   banyak perubahan karna adanya bekas sisa sisa abu letusan gunung merapi dsana   parkir sangat luas baik mobil pribadi ataupun bus pariwisata   ;
Borobudur;2017-05-16;jalan  bersama keluarga;in;mempunyai nilai sejarah yang tinggi bagus buat pendidikan sejarah anak pemandangan yang sangat indah dari puncak candi bagus buat lokasi selfi;2017-05;FAMILY;4;['20250804125838368233.jpg', '20250804125838827725.jpg', '20250804125839099846.jpg'];mempunyai nilai sejarah yang tinggi  bagus buat pendidikan sejarahan anak   pemandangan yg sangat indah dari puncak candi     bagus buatu lokasi selfi     ;ada banyak orang berdiri di taman bersama seorang anak. ada seorang anak laki-laki berdiri di trotoar di depan orang banyak. ada seorang pria dan seorang anak yang sedang berdiri bersama.
Borobudur;2017-05-16;suasana lepas lampion di waisak      yg ramai sesak hingga tengah malam;in;wow waisak kali ini termasuk paling ramai penuh sesak dan romantis kendati banyak tamanan yang rusak karena banyak masyarakat dan saya berbondong datang menempuh perjalanan panjang dari yogyakarta ke candi ini sekitar jam di sore hari tak menjadi penyesalan kok saya senang dan akan kembali tahun depan untuk lihat dan melepaskan lampion saat waisak lagi see you;2017-05;FRIENDS;4;['20250804125839232416.jpg', '20250804125839355386.jpg'];wow     waisak      kali ini termasuk paling ramai  penuh sesak dan romantis  kendati banyak tamanan yg rusak krn banyak masyarakat dan saya berbondong  datang  menempuh perjalanan panjang dr yogyakarta ke candi ini  sekitar   jam di sore hari tak menjadi penyesalan kok  saya senang   ;ada banyak orang berdiri di lapangan pada malam hari, kerumunan orang berdiri mengelilingi seorang pria yang memegang mikrofon
Borobudur;2017-05-15;candi borobudur;in;candi borobudur adalah candi yang menjadi salah satu dari keajaiban dunia luas dan besar tempatnya;2017-05;FAMILY;5;['20250804125839550578.jpg', '20250804125839728789.jpg', '20250804125839910947.jpg', '20250804125840095395.jpg', '20250804125840274675.jpg', '20250804125840438085.jpg', '20250804125840601509.jpg', '20250804125840781428.jpg', '20250804125840973278.jpg', '20250804125841139670.jpg'];candi borobudur adalah candi yang menjadi salah satu dari   keajaiban dunia  luas dan besar tempatnya  candi borobodur juga mengakibatkan bahwa candi itu bisa diperkirakan sebagai candi dari sejumlah luar negeri ;beberapa orang berdiri di depan tembok batu dengan jam arafed sekelompok orang berdiri di depan bangunan batu arafed wanita berjalan menyusuri jalan melewati tembok batu arafed sekelompok orang berdiri di depan tembok batu orang-orang berjalan menaiki tangga di area berdinding batu beberapa orang sedang duduk di dinding dengan latar belakang patung besar mereka berdiri di depan bangunan batu besar beberapa orang melompat ke udara di depan tembok batu arafed sekelompok orang berdiri di depan bangunan batu tiga wanita berdiri di atas dinding batu dengan gunung di latar belakang
